customer_tweet_id,support_tweet_id,customer_text,support_text,intent,escalation,escalation_reason,annotator
2933615,2933617,"Thanks.. but I was refering to the ""Manage your Houshold"" feature of an Amazon account :) https://t.co/wTKxc2OgeY",Sorry for the misunderstanding 💁 Share your Amazon Prime Benefits: https://t.co/aCAIe0JuRI Greetings ^SM,,,,
527736,527738,Is it because I bought echo in the US ?,"click on ""settings"" &gt;under country settings, Click on ""Change"" and set the country to India and set and India address. (2/2) ^JS",,,,
1509276,1509277,I don't think your delivery guy completed the 'safe place' training. https://t.co/V2PuJeCkGK,Oh my! I'm sorry! We would like to look into this further with you. Can you reach out to us here: https://t.co/JzP7hlA23B ^AL,,,,
2841789,2841788,Hey these two things are supposed to be coming together so why does the order say my Echo Dot might not come today but the other will? https://t.co/3NGKY8QfBS,Hmm that's odd! Please reach out to us here: https://t.co/hApLpMlfHN so we can take a closer look at this for you! ^JY,,,,
549531,549530,if I ordered something 1 hour delivery and it’s late do I get anything refunded? I’m in the UK,We'd love to help. Is the shipment late currently as shown here: https://t.co/aaDyEz1VgE? ^SG,,,,
1773850,1773848,"Is anyone awake/alive over at Kindle Publishing for Blogs? Emails never answered, questions never answered. Zero support.",I'm sorry for the poor experience. What was the last information were we able to provide when you last spoke to us? ^JE,,,,
2971870,2971871,"That’s the problem no carrier identified, no details other than [☑️] order rec’d [☑️] given to carrier [☑️] limbo [ ] out for delivery due today by 8 pm Not!",The carrier should be listed near the tracking number in the link provided. ^AG,,,,
2294261,2294260,"https://t.co/l3wTOMwLQz accepts my TFA code to sign in but not to access the ""Login &amp; Security"" page of my account, the link to: ""Sign In Using Alternative Factors of Authentication"" takes me to a 404 page. Customer Support can't apparently disable TFA 🙃 cc https://t.co/oY2iAhgiFx",I am so sorry about that! You can find out how to disable Two-Step Verification here: https://t.co/yfYsRGGi0R Let us know if you have any additional questions! ^LS,,,,
1123312,1123310,"Done that already. Before that, they hadn't even confirmed the replacement order. I swear this is my worst experience with Amazon yet","Hey sorry to hear that, is the item being replaced currently in stock on the website? ^AS",,,,
325874,325873,Just got so pissed off at ‘s website I didn’t even end up buying the dog food I meant to buy in the first place.,I'm sorry for the trouble! Can you tell us more information on what's going on? ^KP,,,,
2595834,2595832,"I have just received my THIRD ""try their best to reply in the next 6 hours."" message this week, and still no reply from https://t.co/Fpa6Rk023t After being caused serious issues with unknown charges. Please sort your shit.","Hi Casey. I'm sorry to hear that. Without posting account/order specific details, can you let us know what's happened please? ^DC",,,,
2078542,2078541,"Ah, the excesses of today’s packaging... and the photo doesn’t reveal the crumpled brown paper padding in the box! https://t.co/GtB5NgiRPR",We're always looking to improve! Please send us packaging feedback here: https://t.co/lSVN3kb44b ^GR,,,,
812428,812429,Can you please explain how an overseas supplier is involved when the order has been shipped 18 November and since then no updates have been provided? The only status change is I might get it by 30november?,"Apologies for the delay, Mathieu. Some deliveries may take slightly longer than usual due to this busy period.^CN",,,,
1771839,1771841,After i paid $11.99 to make sure I got it today https://t.co/fvadEURCNZ,I'm sorry we've let you down. Please keep us updated on the status of your package delivery. We're here to help! ^LL,,,,
444345,444344,is there any problem if this card is delivered after the delivery of printer??what is the procedure of this extension can you please eloborate... regards,Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhyZiK1. ^CB,,,,
2103631,2103632,Nope can’t see a reply. How do I check my original message on the app,A correspondence from our team would be sent to you here:https://t.co/8DAc10S7ww you can check and reply. ^MN,,,,
1038908,1038906,So for the 3rd time I ordered something via Prime &amp; never delivered despite assurances from your chat advisor. Awful service https://t.co/27Sp4jCSEw,I'm sorry you didn't receive your package! What options were we able to offer when you chatted with us? ^ME,,,,
848152,848155,They not have any solution on my problem...they suggested to buy from amazon only but i dont want to buy anything from amazon. Give me sugg.,"account. However, you may use the same to purchase anything &amp; they're valid for one year from the date of activation. (2/2)^SQ",,,,
1637882,1637879,Can you help me make an A-Z claim its been 4ihrs since you sent the seller an email still no response and now almost 3 days late,"If you've waited 48 hours and haven't gotten a response, you can file an A-to-z Guarantee claim: https://t.co/1BEYRctD7z ^AF",,,,
2592148,2592147,Hey what’s the point of paying for prime if it still takes 4-5 days to get my stuff?,I'm sorry for any trouble! Have we missed a delivery date provided in your order confirmation email? We'd like to help! ^BL,,,,
139077,139079,yes yday and tday alsi status is same...,Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB,,,,
2616439,2616438,I was promised my refund on 7 Nov. but still I didn't get that. Fake promises are given everyday by Amazon customer support. Kindly look into this issue.,I'm sorry to hear that. We wouldn't be able to access your account on Twitter. Please reply to the email you received from our team for further assistance. ^BV,,,,
253407,253405,"Hey something's wrong with my order. Can you guess what? (Hint, there should be 2 of something) https://t.co/yoiAKlOi97",I'm sorry you didn't receive all the parts. Was this item sold by Amazon or a third-party seller: https://t.co/Y5jpI9gRhE? ^VS,,,,
1499890,1499889,"Used the Trimmer i ordered today, damaged my switch board cos the quality of 3 pin ws bad, Costed me more money 2 fix it. Nt happy",Please contact us here: https://t.co/vlvfJr4nN9 so we can assist you. (2/2) ^PJ,,,,
2290916,2290915,"When will be ""Voice Profiles"" supported in India for Amazon Alexa devices?",We haven't announced anything yet. Kindly stay tuned. ^PS,,,,
2800438,2800436,Amazon Prime = huge waste problems https://t.co/vmNviHKg4E,"Hey Jim, thanks for the feedback! We'd love to connect this with your order! Please enter your packaging feedback here: https://t.co/N3VinJDhm4 ^AR",,,,
2980908,2980906,"They should just rename Amazon Logistics/AMZL_US to be ""Some Random Dude Shipping"", or ""Your Shit Will Be Late Shipping"", or ""You Are Now Getting The Shaft, Valued Prime Customer Shipping""",I'm sorry for any trouble you've experienced with your recent deliveries! I'd like to have a member of our team look into this on your behalf. Please send us the details and order/tracking numbers here: https://t.co/jYxrFW0CeN ^SB,,,,
2562022,2562024,It wasn’t pending I got the code and when I go to enter it it says invalid,Thanks for the additional information! We'd like to take a look into this with you. When you get a chance please contact us via chat or phone: https://t.co/hApLpMlfHN Thanks! ^SW,,,,
2784452,2784449,"ive had a serious problem with my job page. amazon keeps resetting the status of my job application to ""candidate took another position"" ive had your support fix the problem 5 times now, but it resets every morning. is there another way to take care of this",I'm sorry for the trouble you've been having; the best way we can escalate this is via e-mail at __email__ or by chat using this link: https://t.co/jBXQXientu This is the best way to escalate this issue. What options were previously provided? ^WM,,,,
385912,385910,pathetic service. Delivered broken product and not providing replacement of broken product even https://t.co/4ciTmlyJph,Have you escalated this to our support team here: https://t.co/2t6DQoUmNZ for assistance? 2/2 ^MM,,,,
2418641,2418639,"my package is listed on tracking as delivered at 3.01pm. I’ve been in all afternoon and heard nothing, but also have no package or card advising where the package is.... can you advise please?","Oh no! I'm sorry for any inconvenience, Emma. You mentioned you didn't see a notification of attempted delivery- have you had a moment to try the other steps listed on this page: https://t.co/JlAKcjluEw? Let us know! We'd like to help. ^BL",,,,
776055,776054,Ur selling CRAP!!! #Awfulservice #extremelybadexperience #disaster selling Sadak Chaap maal. Sold defective mobile to my sis.,I'm sorry for the trouble. You can create a return/replacement here: https://t.co/3yqvLnyTxi ^RW,,,,
1209109,1209110,"I've not got email, chasing your joker's team last two days #resolution and #cs as well biger joker","I understand your concern. If you have responded to us, our team shall reach out to you soon. We'd appreciate your understanding.^MP",,,,
1420513,1420511,please bring deadpool and wonder woman to amazon prime video. Thank you,I've shared your feedback with the concerned team internally. ^HA,,,,
2537449,2537451,"It’s turning on but the remote isn’t working anymore, I’ve to unplug the fire stick and plug it in again to turn it on","Sorry to hear about this, can you pop the batteries out of the remote, and back in again, then press and hold the 'Home' button for 40 seconds to force the remote to repair with the stick? Give it a couple of seconds and check again. ^MI",,,,
419880,419882,Have not received any response till now from your busy team...,Appreciate your patience and understanding. (2/2) ^VM,,,,
1505437,1505435,Is Amazon Music exclusive to Echo users in India?,"While we haven't made any announcement yet, please stay tuned to the website for further updates. ^MS",,,,
2956943,2956942,"Hi, I got a notification about an hour ago saying my package had been delivered and on my account it says it was handed to me but it wasn’t?",That's odd! Here are some tips that may help in finding it: https://t.co/ds5D6BOHDg! ^TR,,,,
1328553,1328555,Alright. I have deleted the post with order number. Hope to get the delivery today by 7.30 PM. Thanks for your help.,"Thanks for understanding, Subhamoy.Our team will try their best they can in delivering the package. Please keep us posted.^NK",,,,
179084,179083,It was shipped from Amazon UK and is a book. This is the message I received saying it would be shipped to my address: https://t.co/l6lZuhRNXX,I'm sorry about this. Please contact us here: https://t.co/JzP7hlA23B ^AT,,,,
2178028,2178022,still waiting on my book ordered may 27th...amazon say it’s on the way...will be 110 by the time it gets here,Sorry to hear of the delay with your order. Did you receive an email with info on the estimated delivery date?^ES,,,,
736501,736500,Its ridiculous I have spent a lot of time in searching and booked an order and now #Amazon cancel my Order# 408-3311001-6049126 really #patheticservice #NoCustomerSatisfaction . I have never experienced such thing by,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK",,,,
1611188,1611187,"When a friend tried to redeem an Xbox $50 gift card I got them via Amazon, the message was ""code has already been redeemed""","Hey Rohan, you friend will need to contact us here: https://t.co/hApLpMlfHN and we'll be happy to help. ^RS",,,,
1478857,1478859,But the second episode is out,We'll keep adding new content on prime video. Keep checking it for all the latest updates. ^MA,,,,
1387106,2719407,Pls clear the dought about no cost emi offer on OnePlus 5t. OnePlus India tweeted that the product will available on nocostemi at popup event in Delhi,The available payment options for the product will be visible on the product detail page on the day of sale. Kindly stay tuned. ^AP,,,,
429002,429003,I don't wanna fill again it's final first refund and compensation than return got it,"Sorry for the disappointment. Please revert to the email you've received from our team or re-submit the details, we'll get back. ^KA",,,,
2488412,2488410,"only one part of my order due today has been delivered, and i haven't had an out for delivery email for the other two items also due today?",Please allow till 9pm for your remaining items to arrive. They could be on another truck or with a different carrier. Let us know if you don't have it by then. ^MG,,,,
2647268,2647267,is sucking lately!! What's up?! Supposed to be convenient and quick! Tons of delayed and lost/missing packages the past 2 weeks! You'd think they'd offer some sorta solutions!! Nope!! #getittogether #shoppingelsewhere #youregoingtolooseprimembers,"I'm sorry to hear you've had so many problems with your deliveries lately! Have they all been shipped via one specific carrier? If so, which one? You can find the carrier information here: https://t.co/Y5jpI9gRhE. Thank you! ^WB",,,,
381439,382617,I'm still awaiting a response to this.,"Sorry for the delay, please contact us here: https://t.co/JzP7hlA23B to report it to an agent with access to your acc. ^JJ",,,,
1558779,1558777,"So what’s the point of pre-ordering a game for delivery on it’s release date if it won’t even come until the week after? Explain,","I'm sorry for the delay, Andrew! Could you confirm the original delivery date provided in your order confirmation e-mail? ^SD",,,,
1755221,1755222,Let me ask you a simple question. Am I going to get package today before 5? Yes or No.,"We do not have access to accounts via Twitter. For a faster response, call or chat with us here:https://t.co/gMbX9XAB2y ^BA",,,,
2460252,2460250,Where is the incompetentency at Amazon Prime Now? Not sure who to get frustrated with because all of my items weren't delivered. Only had one job! Ugh,"I'm sorry for this experience. We'd like to look into this with you. To have us do so, please use the ""Contact Us"" selection in the app menu or this link: https://t.co/0wpeOaChpE ^DO",,,,
2853697,2853695,"I am having problems accessing my account. I called customer service, who said they are having 'problems with their system' and they needed to call me back in an hour. That was almost two hours ago. Can you help?",I'm sorry you're having trouble accessing your account! Please feel free to contact our support team using the Chat or e-mail option through this link: https://t.co/hApLpMlfHN ^WM,,,,
58781,58779,"Why spend money to replace it when I didn't have any luck with my first purchase? You can keep your 10% off , I'm cancelling Prime.",I'm sorry for the poor experience. Let's see if we can get it working again using these tips: https://t.co/cL4ZdjaHhV ^FD,,,,
1736149,1736148,Finally ordered Amazon echo dot. Getting delivered tmrw. is definitely getting better! Looking forward to test prime music too!,Great ! We are so happy to hear that. Do ensure to check all the wonderful skills alexa has to offer. ^PJ,,,,
2545352,2545351,I placed my prime order yesterday and was guaranteed delivery by Friday because I need my stuff for early Saturday morning. Now my orders are saying they ain’t going to arrive until Monday. That’s unacceptable. #VeryDissapointed,"Hello, sorry to hear about the delay to your order. Delays are rare but do occur due to unforeseen circumstances. Please do keep us posted on the arrival. ^CR",,,,
1586768,1586767,I have been so happy with my experience with Amazon over the years and genuinely wanted to thank you guys :),"Thanks for the shout out, Ipsita. We're glad to hear that. Happy shopping! :)",,,,
2384176,2384174,#Amazon India cheats customers #Amazon India harasses customers https://t.co/wNZt3yQLZR,We've responded to your concern here: https://t.co/8UChadoei7 please check. ^KA,,,,
2711815,2711816,Do you have a linj for an online chat? :),Yes you can contact us through the link below and this will have a chat option available: https://t.co/JzP7hlA23B. ^GA,,,,
2208513,2208515,So ur going to refund (almost $100) on a card that was cancelled due to fraud activity and your response is basically “not my problem”?,"We issue the refund to your account, not to the specific card. The bank will process this refund to the correct account. ^ZW",,,,
1916265,1916267,Thank you. I found chat and have now emailed pertinent info to you.,Awesome! Let us know if you have any other questions or concerns. ^AL,,,,
21035,21034,Today a amazon delivery boy shouted on me to not hve change of 1390 ..very shameful how the behave with customer .com,Apologies. That's certainly unexpected. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will look into it. ^AB,,,,
1260154,1260155,"Yes, happening for various purchased and received items.","Apologies for the inconvenience, thanks for highlighting this. ^JJ",,,,
1447992,1447994,Thank you. I see stuff like this all of the time on Amazon Fresh. Is there a place online where I can submit errors like this?,"Currently, there isn't an option for you to report this to us via the website. Thanks for reaching out. ^CO",,,,
1211712,1226570,Still not received any call from your side.,"Apologies. Could you please confirm, submitting your details using the link shared earlier? ^MK",,,,
422257,422252,I didn’t expected this from Amazon atleast. Being a prime member it feels so bad when you don’t get any solution for your query!,It seems like you've had an unpleasant experience. Could you tell us what went wrong ? We'd like to help. ^ST,,,,
1345589,1345588,Can you please give me the link to rasie a complaint about the service? I had 5 chats in the last 2 days and terrible service,I'm sorry for the experience you had with our support! A survey e-mailed to you after every contact you have with our team. ^WM,,,,
371124,371122,"hey I have a question, do you guys ship on on Columbus Day?","Great question! Yes, we do ship on Columbus Day, however certain carriers will not deliver on the holiday. ^BH",,,,
1303293,1303291,Yo - Why am I paying for #Prime if free two day shipping never happens anymore? I needed my Halloween gear. #thatshowimom #cmonprime,"Two-Day shipping refers to transit time, in business days, once your order has shipped. Have we missed the delivery date? ^GM",,,,
1466789,1466788,Ordered this around 2am Friday morning and it made it here already... good job https://t.co/XXMuII3QwQ,I am very happy to hear this Pablo:) I hope you enjoy your order.^GA,,,,
47880,47882,Tried that. Just asks me to contact seller first. That's why I came to twitter. But different people keep responding so I'm getting nowhere.,When you go to contact us via link provided by ^KJ check the check box to the left of the item to get more contact options. ^AJ,,,,
1192986,1192985,I mean. I could have walked 🚶🏼to Hebron Ky to get my 📦 faster than delivery service can drive it here. Ohhh maybe they are walking https://t.co/pmISkL5FH9,We're sorry for the troubling experience! Has your order status been updated since last reviewing: https://t.co/Y5jpI9gRhE? ^WM,,,,
11038,11040,Yeah I know how to check it. There's no information still,Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM,,,,
2378242,2378241,"Amazon, how can something be both ""arriving tomorrow by 8pm"" and also ""not yet shipped?"" 🤔 (Obviously they must have a super local warehouse but come on.)",I'm sorry for the wait! It's not uncommon for orders to ship close to the delivery date and still make it on time. Please keep us posted on its arrival! ^JM,,,,
225246,225244,pls look into this asap https://t.co/2sGN1WBeDh,I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^RD,,,,
18157,18156,"USPS is the carrier. They are usually here 10 am-12 pm, so I don't know what's going on.",That's really weird! Have you contacted them to see if they could provide any insight? ^AJ,,,,
1129288,1129286,I submitted for refund on the wrong account and bought it with the right one. Can you confirm this is ok? Thanks and apologies!,That's perfect! I'm glad you were able to resolve that! ^TK,,,,
2530708,2530707,why does my order say it was delivered and handed to me when I was not in on said delivery date and it hasn’t been received?,"I'm sorry to hear that Zoe. If you get in touch: https://t.co/JzP7hlA23B, we'll be happy to investigate. ^DC",,,,
73493,73494,I’ve tried on 2 iOS devices and an OS X laptop. All have the 10 character limit,Can you please reach out to us directly via the link that ^ES provided so we can look into this for you. There may not be a hub option available but select other instead. ^KI,,,,
1115219,1115218,"Can't checkout a 25k cart - neither on app nor on site, stuck at ""Choose your delivery options"". At least tell me what's wrong!","That is unusual, Anuj. Kindly reach out to us via: https://t.co/trUXjeeyZS and our team will have this checked. ^KS",,,,
1961066,1961064,"hi there, i was just wondering if i could get an amazon prime refund?","Hey there, Jennifer! You can cancel the Prime Membership &amp; determine your refund eligibility here: https://t.co/H2LN8vo4vV ^WJ",,,,
787114,787112,There is nothing there. And I have no email address to try and contact anyone as the help me page requires a login which you have blocked,What Amazon website do you use? https://t.co/xJXEJm9Z6c or another Amazon website? ^JJ,,,,
1266402,1266400,why is your mobile app saving the credit card data automatically.There shld be an option to proceed without saving card details.,You can edit your payment options in the following link: https://t.co/tlo3JgEEq1 2/2 ^BV,,,,
745095,745094,Already done that but can't you provide a permanent solution because this is not the first time? Multiple times my orders are delayed.,This ain't something we expect to occur. I'll ensure to share your comments internally to work on. ^CB,,,,
1905644,1912612,Bt d customer hasn't mentioned my GST no..he needs to update his invoice..tried 4 times 2 do dat wid customer care dey rnt helping. PL help,details please refer here: https://t.co/e2wlSPZXGR 2/2 ^NK,,,,
275840,275842,2 orders. The old one is apparently shipping today but my order 203-8318089-6770742 is now in same predicament. ?,"Sorry to hear that, we're unable to access your acc for security reasons. Is the item in stock on the website? ^JJ",,,,
1538025,1538024,So...do you want your Amazon fresh bags back or am I stuck w them now?? On Amazon Fresh bailing.,The brown paper bags and dividers are completely curbside-recyclable. More information here: https://t.co/huLReU7yfx ^CH,,,,
