customer_tweet_id,customer_text,gold_intent,predicted_intent,reply
1688732,"need urgent help with an order, emergency situation. Can you help please?",order_or_product_issue,delivery_issue,"I’m sorry to hear you’re in an urgent situation. Could you let me know what’s happening with your order—e.g., the order number, delivery status, or any specific issue you’re facing? That will help me find the best way to assist you."
2230315,"Yes I got an email about it, it said to ring a number in order to gain access to the account again and then redo all addresses and payment details etc, but the number the email gave states that amazon don’t use this number or anymore or something similar when I ring. Thankyou",account_access_or_security,account_access_or_security,"It sounds like that email is a phishing attempt. Amazon never asks you to call a phone number to recover an account. Please do not call the number. If you can, share the phone number and the exact wording of the email with us so we can investigate further. In the meantime, you can reset your password and review your account activity through the official Amazon website or app. Let me know if you need any more help."
575902,can an Echo Plus act as an auxiliary speaker when viewing streaming content on my TV (regardless if it’s Prime content or otherwise)?,product_or_technical_issue,product_or_technical_issue,"Hi! The Echo Plus can’t function as a TV audio output for streaming content. It’s designed to play Alexa‑controlled music and other Alexa services, not to act as an auxiliary speaker for a TV. If you want to use Alexa with your TV, you might look into a Fire TV device or other Alexa‑compatible TV solutions. Let me know if you’d like help finding the right setup!"
2290540,"Hi theres something wrong with the site and app. When I click to check my orders, they aren't visible. https://t.co/AtyDHtpuG3",product_or_technical_issue,product_or_technical_issue,"Hi! It sounds like the orders aren’t syncing between the web and app.  
Could you confirm you’re logged in with the same email address on both?  
If you’re sure it’s the same account, try uninstalling and reinstalling the app.  
Let me know if that helps or if you need further assistance."
838304,Done pls check and resolve now...pls act first,order_or_product_issue,delivery_issue,Thanks for confirming. We’re looking into the issue and will update you shortly.
314719,Not resolved..had to postpone the delivery to Monday,delivery_issue,delivery_issue,I’m sorry to hear the issue isn’t resolved yet. Could you please share your order number or the tracking ID so I can look into the delivery status for you?
464368,Hello When #AmazonRechargeQuiz winner will be announced today? Plz tell me time,payment_or_amazon_pay,feedback_or_praise,The winners for the #AmazonRechargeQuiz will be announced by the end of today. Please check back later in the day for the results.
1226476,The option is to wait until the expected delivery date.. 😭 that’s the second parcel that’s not come! First one disappeared this ones late,delivery_issue,delivery_issue,"I’m really sorry you’re dealing with two late deliveries. Could you share the order numbers so I can look up the tracking details for you? Once I have that, I’ll help you see what’s happening and what options we have."
304561,"Yes, tried that, but since I don’t have access to Authenticator on the old phone I can’t enter a code. I need a bar code to scan.",account_access_or_security,account_access_or_security,"I’m sorry you’re having trouble. To get a new barcode for your Authenticator app, please contact our support team directly and they’ll help you set it up on your new phone."
2551369,placed an order nearly a month ago and would be expected between the 20th and 30th but it's still not here yet?,delivery_issue,delivery_issue,"I’m sorry your order hasn’t arrived yet. Could you let me know if it was shipped by Amazon or a third‑party seller, and if you have a tracking number? That will help me check the status for you."
1265092,"Another day another order another problem Order # 026-4946477-2030716 should have been here by 1.00pm today but normal crap service nothing arrived. Why does this keep happening. Where is my order,",delivery_issue,delivery_issue,"I’m sorry to hear your package hasn’t arrived.  
Could you please confirm the order number and the shipping address on file? I’ll check the status for you right away."
2933615,"Thanks.. but I was refering to the ""Manage your Houshold"" feature of an Amazon account :) https://t.co/wTKxc2OgeY",prime_membership_or_benefit,account_access_or_security,"It sounds like you’re looking to manage your Household settings. Could you let me know what you’re trying to do (e.g., add a family member, change sharing settings) and which country your account is registered in? That’ll help me give you the most accurate steps."
527736,Is it because I bought echo in the US ?,product_or_technical_issue,product_or_technical_issue,"It’s likely due to the device’s country setting.  
Open the Echo app, go to **Settings → Country Settings**, change the country to India and set an Indian address. That should resolve the issue."
1509276,I don't think your delivery guy completed the 'safe place' training. https://t.co/V2PuJeCkGK,delivery_issue,delivery_issue,I’m sorry you’re having trouble. Could you share your order number and any details about the delivery so we can investigate further?
2841789,Hey these two things are supposed to be coming together so why does the order say my Echo Dot might not come today but the other will? https://t.co/3NGKY8QfBS,delivery_issue,delivery_issue,I’m sorry for the confusion. Could you please share your order number so I can look into why the Echo Dot is showing a different delivery status? I’ll investigate and get back to you as soon as possible.
549531,if I ordered something 1 hour delivery and it’s late do I get anything refunded? I’m in the UK,return_or_refund,delivery_issue,Hi there! I’m sorry to hear your delivery is running late. Could you let me know if the shipment is still marked as “late” in your order details? That will help me check what options are available for you.
1773850,"Is anyone awake/alive over at Kindle Publishing for Blogs? Emails never answered, questions never answered. Zero support.",feedback_or_praise,product_or_technical_issue,I’m sorry you’re having trouble getting a response. Could you let me know the last update you received from Kindle Publishing for Blogs and what specific questions you’re still waiting on? That will help me direct your request to the right team.
2971870,"That’s the problem no carrier identified, no details other than [☑️] order rec’d [☑️] given to carrier [☑️] limbo [ ] out for delivery due today by 8 pm Not!",delivery_issue,delivery_issue,"It looks like the carrier isn’t showing up in the status you’re seeing. The carrier name is listed right next to the tracking number in your order details. If you can’t find it there, let me know your order number and I’ll help you locate it."
2294261,"https://t.co/l3wTOMwLQz accepts my TFA code to sign in but not to access the ""Login &amp; Security"" page of my account, the link to: ""Sign In Using Alternative Factors of Authentication"" takes me to a 404 page. Customer Support can't apparently disable TFA 🙃 cc https://t.co/oY2iAhgiFx",account_access_or_security,account_access_or_security,"I’m sorry you’re having trouble with the “Sign In Using Alternative Factors” link.  
Sometimes clearing your browser’s cache or trying a different browser (or an incognito window) can resolve a 404. If that doesn’t help, please let me know the device and browser you’re using, and I’ll guide you through the next steps to reset your two‑factor authentication."
1123312,"Done that already. Before that, they hadn't even confirmed the replacement order. I swear this is my worst experience with Amazon yet",return_or_refund,feedback_or_praise,I’m really sorry you’re still having trouble. Could you share the order number and the name of the item so I can check the status of the replacement for you?
325874,Just got so pissed off at ‘s website I didn’t even end up buying the dog food I meant to buy in the first place.,product_or_technical_issue,feedback_or_praise,I’m sorry you’re having trouble. Could you let me know what happened when you tried to buy the dog food—any error messages or steps that didn’t work? This will help me figure out how to assist you.
2595834,"I have just received my THIRD ""try their best to reply in the next 6 hours."" message this week, and still no reply from https://t.co/Fpa6Rk023t After being caused serious issues with unknown charges. Please sort your shit.",payment_or_amazon_pay,payment_or_amazon_pay,"Hi there, I’m sorry you’re still dealing with this issue. Could you share the order numbers or any details about the unknown charges? That will help us look into it right away. If you haven’t already, please check your spam/junk folder for any emails from us. Thank you."
2078542,"Ah, the excesses of today’s packaging... and the photo doesn’t reveal the crumpled brown paper padding in the box! https://t.co/GtB5NgiRPR",feedback_or_praise,feedback_or_praise,"Thanks for letting us know about the packaging. We’ll forward your feedback to the team that handles packaging improvements. If you’d like to add more details, you can share them through the “Contact Us” section in your Amazon account."
812428,Can you please explain how an overseas supplier is involved when the order has been shipped 18 November and since then no updates have been provided? The only status change is I might get it by 30november?,delivery_issue,delivery_issue,"I’m sorry you’re still waiting for updates.  
Because the item was shipped from an overseas supplier, it’s handled by the carrier’s international network and may be held for customs clearance. That can sometimes slow the tracking updates and push the delivery date to the “might arrive by 30 Nov” window.  

If you’d like, I can check the shipment details for you—just let me know the order number. Otherwise, the package should arrive by the date shown. Thank you for your patience."
1771839,After i paid $11.99 to make sure I got it today https://t.co/fvadEURCNZ,delivery_issue,delivery_issue,I’m sorry to hear the delivery didn’t arrive as expected. Could you please share your order number or the tracking ID? I’ll look into the status and get back to you with an update.
444345,is there any problem if this card is delivered after the delivery of printer??what is the procedure of this extension can you please eloborate... regards,order_or_product_issue,delivery_issue,"It’s fine for the card to arrive after the printer. If you’d like to extend the delivery window, just let us know the order number and the new date you’d prefer. We’ll update the shipment details for you. Let us know if you need any further help!"
2103631,Nope can’t see a reply. How do I check my original message on the app,product_or_technical_issue,product_or_technical_issue,"It sounds like you’re looking for the original conversation in the Amazon app.  
1. Open the Amazon app.  
2. Tap the “Account” icon (bottom right).  
3. Select “Messages” or “Message Center.”  
4. Find the thread you’re referring to – it should show both your original message and any reply.  

If you still can’t locate it, let me know and we’ll look into it further."
1038908,So for the 3rd time I ordered something via Prime &amp; never delivered despite assurances from your chat advisor. Awful service https://t.co/27Sp4jCSEw,delivery_issue,delivery_issue,I’m really sorry you’re still having trouble with your deliveries. Could you please share the order numbers and the dates of the items that haven’t arrived? That will help us look into what happened and find a solution.
848152,They not have any solution on my problem...they suggested to buy from amazon only but i dont want to buy anything from amazon. Give me sugg.,payment_or_amazon_pay,feedback_or_praise,"I’m sorry to hear that the options so far haven’t helped. Could you let me know what product or issue you’re dealing with? Once I have a bit more detail, I can suggest alternative ways to get a fix—such as contacting the manufacturer directly, looking for local repair services, or checking other retailers that carry the same item."
1637882,Can you help me make an A-Z claim its been 4ihrs since you sent the seller an email still no response and now almost 3 days late,return_or_refund,delivery_issue,"I’m sorry you’re still waiting for a reply.  
If the seller hasn’t responded within 48 hours, you can file an A‑to‑Z Guarantee claim.  
From your order details, choose “Return or refund” and then select “A‑to‑Z Guarantee claim.”  

If you need help with the steps or have any other questions, feel free to let me know."
2592148,Hey what’s the point of paying for prime if it still takes 4-5 days to get my stuff?,prime_membership_or_benefit,delivery_issue,"I’m sorry you’re experiencing a delay. Did the order confirmation show a delivery date? If you can share the tracking number or order ID, I’ll check the status for you."
139077,yes yday and tday alsi status is same...,delivery_issue,delivery_issue,It sounds like the status hasn’t updated. Could you share the order number so we can look into it for you? You can also reach out to us through the Amazon Help Center for further assistance.
2616439,I was promised my refund on 7 Nov. but still I didn't get that. Fake promises are given everyday by Amazon customer support. Kindly look into this issue.,return_or_refund,return_or_refund,I’m sorry to hear that you haven’t received your refund yet. Could you please share the order number and the date the refund was promised? That will help me look into the status for you.
253407,"Hey something's wrong with my order. Can you guess what? (Hint, there should be 2 of something) https://t.co/yoiAKlOi97",order_or_product_issue,order_or_product_issue,"I’m sorry to hear that! Could you let me know which item you ordered and what’s missing or wrong? If you’re able to share the order number or the product name, that would help me look into it for you."
1499890,"Used the Trimmer i ordered today, damaged my switch board cos the quality of 3 pin ws bad, Costed me more money 2 fix it. Nt happy",order_or_product_issue,order_or_product_issue,I’m sorry to hear about the trouble with your trimmer. Could you please share your order number and any additional details? I’ll forward this to the team so we can help you resolve the issue.
2290916,"When will be ""Voice Profiles"" supported in India for Amazon Alexa devices?",product_or_technical_issue,product_or_technical_issue,"I’m sorry, but we don’t have an announcement yet about Voice Profiles coming to Alexa in India. Please keep an eye on our updates for any future releases. If you’d like, I can forward your request to the relevant team."
2800438,Amazon Prime = huge waste problems https://t.co/vmNviHKg4E,feedback_or_praise,prime_membership_or_benefit,I’m sorry to hear you’re frustrated. Could you share a bit more about the waste issues you’re seeing with Prime? We’d like to understand the situation better and see how we can help.
2980908,"They should just rename Amazon Logistics/AMZL_US to be ""Some Random Dude Shipping"", or ""Your Shit Will Be Late Shipping"", or ""You Are Now Getting The Shaft, Valued Prime Customer Shipping""",delivery_issue,delivery_issue,I’m sorry you’re frustrated with the delivery service. Could you let me know the order or tracking number you’re referring to? I’ll forward the details to our logistics team so they can look into the issue for you.
2562022,It wasn’t pending I got the code and when I go to enter it it says invalid,account_access_or_security,account_access_or_security,"It sounds like the code you received isn’t being accepted. Please double‑check that you’re entering it exactly as shown—no extra spaces or characters. If it still shows as invalid, try requesting a new code and enter that one. Let me know if the issue persists."
2784452,"ive had a serious problem with my job page. amazon keeps resetting the status of my job application to ""candidate took another position"" ive had your support fix the problem 5 times now, but it resets every morning. is there another way to take care of this",product_or_technical_issue,product_or_technical_issue,"I’m sorry you’re still having trouble with the job status.  
Could you please share the job ID or the email address you used to apply?  
Once we have that, we’ll open a dedicated case and work with the hiring team to keep the status accurate. You can also reach us directly by email at support@amazon.com or through the chat option in your account."
385912,pathetic service. Delivered broken product and not providing replacement of broken product even https://t.co/4ciTmlyJph,order_or_product_issue,order_or_product_issue,"I’m sorry you received a broken item and haven’t yet received a replacement. Could you please share your order number or any details about the product? Once we have that, I can help you get the issue resolved."
2418641,"my package is listed on tracking as delivered at 3.01pm. I’ve been in all afternoon and heard nothing, but also have no package or card advising where the package is.... can you advise please?",delivery_issue,delivery_issue,"I’m sorry you haven’t received your package yet.  
Please check the following:

1. Look around the delivery area (front door, porch, side door, or any nearby spots) and ask neighbors if they received it on your behalf.  
2. Look for a delivery confirmation card left by the carrier; it often includes a signature or a note about where the package was placed.  
3. If you still can’t locate it, contact the carrier (USPS, UPS, FedEx, etc.) with your tracking number to get the most recent delivery information.  

Let me know what you find, and I’ll help you next."
776055,Ur selling CRAP!!! #Awfulservice #extremelybadexperience #disaster selling Sadak Chaap maal. Sold defective mobile to my sis.,order_or_product_issue,order_or_product_issue,"I’m sorry you received a defective phone.  
Could you share the order number so we can help you with a return or replacement?"
1209109,"I've not got email, chasing your joker's team last two days #resolution and #cs as well biger joker",feedback_or_praise,feedback_or_praise,I’m sorry you haven’t received a response yet. Could you please share the order number or the email address you used to contact us? I’ll forward this to the right team and make sure you get an update as soon as possible.
1420513,please bring deadpool and wonder woman to amazon prime video. Thank you,prime_membership_or_benefit,feedback_or_praise,"Thank you for your suggestion! I’ve forwarded your request to the content acquisition team for consideration. If you have any other feedback or questions, feel free to let me know."
2537449,"It’s turning on but the remote isn’t working anymore, I’ve to unplug the fire stick and plug it in again to turn it on",product_or_technical_issue,product_or_technical_issue,"Hi there! Let’s try a quick reset of the remote and the Fire Stick.

1. **Remote reset** – Remove the batteries, wait 10 seconds, re‑insert them, then press and hold the **Home** button for about 40 seconds.  
2. **Fire Stick reset** – Go to **Settings → My Fire TV → Restart** (or unplug for 30 seconds and plug back in).  
3. After the restart, try pairing the remote again: press and hold the **Home** button for 10 seconds until the LED blinks.

If the remote still doesn’t respond, let me know what battery type you’re using and whether the LED lights up when you press buttons. That’ll help me guide you further."
419880,Have not received any response till now from your busy team...,feedback_or_praise,feedback_or_praise,I’m sorry you haven’t heard back yet. Could you please share the order number or the email address you used to contact us? I’ll forward the details to the team so they can get back to you as soon as possible.
1505437,Is Amazon Music exclusive to Echo users in India?,product_or_technical_issue,product_or_technical_issue,"I’m sorry, but I don’t have that information at the moment. Please keep an eye on our updates for any changes."
2956943,"Hi, I got a notification about an hour ago saying my package had been delivered and on my account it says it was handed to me but it wasn’t?",delivery_issue,delivery_issue,"I’m sorry you haven’t received your order. Could you share the order number so I can look up the tracking details? In the meantime, check with neighbors or anyone else who might have accepted the delivery, and see if the carrier left a note or a delivery confirmation. Once I have the order number, I can help you track it further."
1328553,Alright. I have deleted the post with order number. Hope to get the delivery today by 7.30 PM. Thanks for your help.,delivery_issue,delivery_issue,"Hi there,

Could you please share the order number so I can check the status and see if we can meet your 7:30 PM delivery window? I’ll keep you posted as soon as I have an update."
179084,It was shipped from Amazon UK and is a book. This is the message I received saying it would be shipped to my address: https://t.co/l6lZuhRNXX,delivery_issue,delivery_issue,I’m sorry you’re having trouble with your book. Could you please share your order number or the tracking ID? That will help me look up the shipment status and see what’s happening.
2178028,still waiting on my book ordered may 27th...amazon say it’s on the way...will be 110 by the time it gets here,delivery_issue,delivery_issue,I’m sorry you’re still waiting for your book. Could you share your order number or the tracking ID so I can look into the current status for you?
736501,Its ridiculous I have spent a lot of time in searching and booked an order and now #Amazon cancel my Order# 408-3311001-6049126 really #patheticservice #NoCustomerSatisfaction . I have never experienced such thing by,order_or_product_issue,order_or_product_issue,"I’m sorry you’re having trouble with your order.  
Did you receive an email or notification that explained why the order was cancelled? If you can share that detail or any other information about the cancellation, I’ll do my best to help you resolve it."
1611188,"When a friend tried to redeem an Xbox $50 gift card I got them via Amazon, the message was ""code has already been redeemed""",payment_or_amazon_pay,order_or_product_issue,"It looks like the code may have already been used. Please have your friend contact Amazon customer support for help. If you have the order number handy, let us know and we can forward it to the right team."
1478857,But the second episode is out,prime_membership_or_benefit,product_or_technical_issue,We’re adding new episodes regularly. Keep checking Prime Video for the latest updates.
1387106,Pls clear the dought about no cost emi offer on OnePlus 5t. OnePlus India tweeted that the product will available on nocostemi at popup event in Delhi,payment_or_amazon_pay,feedback_or_praise,I’m not aware of any no‑cost EMI offer for the OnePlus 5T on Amazon. The payment options will be displayed on the product page when the sale starts. Please keep an eye on Amazon.in for the latest updates.
429002,I don't wanna fill again it's final first refund and compensation than return got it,return_or_refund,return_or_refund,"I’m sorry you’re having trouble. To help us process your refund and compensation, could you please share your order number and the reason for the return? Once we have that, we’ll move forward without requiring any additional forms. Thank you."
2488412,"only one part of my order due today has been delivered, and i haven't had an out for delivery email for the other two items also due today?",delivery_issue,delivery_issue,"It’s possible the other two items are still on the way or with a different carrier. Amazon deliveries run until 9 pm (21:00). If you haven’t received them by then, please let us know and we’ll check on their status."
2647268,is sucking lately!! What's up?! Supposed to be convenient and quick! Tons of delayed and lost/missing packages the past 2 weeks! You'd think they'd offer some sorta solutions!! Nope!! #getittogether #shoppingelsewhere #youregoingtolooseprimembers,delivery_issue,delivery_issue,I’m really sorry you’re experiencing so many delivery issues. Could you let me know which carrier(s) have been handling your recent orders and if the delays are happening with specific items or all of them? That will help me look into the best next steps for you.
381439,I'm still awaiting a response to this.,feedback_or_praise,feedback_or_praise,I’m sorry you’re still waiting. Could you let me know the reference number or the details of the issue you’re following up on? That will help me locate the status for you.
1558779,"So what’s the point of pre-ordering a game for delivery on it’s release date if it won’t even come until the week after? Explain,",delivery_issue,delivery_issue,I’m sorry for the confusion. Could you confirm the delivery date that was listed in your order confirmation email? That will help me look into why the shipment arrived later than expected.
